"mouse_strain","parameter_group","parameter_name","gene_symbol","combined_pvalue"
"129SV","Others","body weight","SRSF4",0.925810926934958
"129SV","Others","body weight","ZRANB2",0.549866343999122
"129SV","Others","bone area (bmc/bmd)","ASXL1",0.442394317434447
"129SV","Others","bone area (bmc/bmd)","CHD7",0.889834650812125
"129SV","Others","bone area (bmc/bmd)","FKBP7",0.513364587123173
"129SV","Others","bone area (bmc/bmd)","GTF3C5",0.25868295611447
"129SV","Others","bone area (bmc/bmd)","SMYD3",0.142221541908751
"129SV","Others","bone area (bmc/bmd)","SNIP1",0.0521830590679329
"129SV","Others","bone area (bmc/bmd)","SRSF4",0.33398336106237
"129SV","Others","bone area (bmc/bmd)","ZRANB2",0.716181432144187
"129SV","Others","bone mineral content","ASXL1",0.613956732369835
"129SV","Others","bone mineral content","CHD7",0.195468449101987
"129SV","Others","bone mineral content","FKBP7",0.821763334683647
"129SV","Others","bone mineral content","GTF3C5",0.151530602402618
"129SV","Others","bone mineral content","SMYD3",0.186348661628786
"129SV","Others","bone mineral content","SNIP1",0.642257491173531
"129SV","Others","bone mineral content","SRSF4",0.799526412560723
"129SV","Others","bone mineral content","ZRANB2",0.63975912523801
"129SV","Others","bone mineral density (excluding skull)","ASXL1",0.199355443425127
"129SV","Others","bone mineral density (excluding skull)","CHD7",0.929947396103731
"129SV","Others","bone mineral density (excluding skull)","FKBP7",0.381043590040851
"129SV","Others","bone mineral density (excluding skull)","GTF3C5",0.817121976974579
"129SV","Others","bone mineral density (excluding skull)","SMYD3",0.271355871939847
"129SV","Others","bone mineral density (excluding skull)","SNIP1",0.414348816685832
"129SV","Others","bone mineral density (excluding skull)","SRSF4",0.279152229803206
"129SV","Others","bone mineral density (excluding skull)","ZRANB2",0.891247867738498
"129SV","Others","breath rate during sleep mean","ASXL1",0.922577979748814
"129SV","Others","breath rate during sleep mean","CHD7",0.374873722282269
"129SV","Others","breath rate during sleep mean","FKBP7",0.586133269966252
"129SV","Others","breath rate during sleep mean","GTF3C5",0.652652310979785
"129SV","Others","breath rate during sleep mean","SMYD3",0.409989786463447
"129SV","Others","breath rate during sleep mean","SNIP1",0.320805128132917
"129SV","Others","breath rate during sleep mean","SRSF4",0.895314746123393
"129SV","Others","breath rate during sleep mean","ZRANB2",0.625870248273148
"129SV","Others","bulging eye","ASXL1",0.763216635209803
"129SV","Others","bulging eye","CHD7",0.12538216524917
"129SV","Others","bulging eye","FKBP7",0.130751291740802
"129SV","Others","bulging eye","GTF3C5",0.893225886812765
"129SV","Others","bulging eye","SMYD3",0.467367540195811
"129SV","Others","bulging eye","SNIP1",0.65274770145074
"129SV","Others","bulging eye","SRSF4",0.985640468366913
"129SV","Others","bulging eye","ZRANB2",0.378965731751891
"129SV","Others","calcium","ASXL1",0.353068831710699
"129SV","Others","calcium","CHD7",0.852227989266467
"129SV","Others","calcium","FKBP7",0.730301297659851
"129SV","Others","calcium","GTF3C5",0.579701882861103
"129SV","Others","calcium","SMYD3",0.732074578979338
"129SV","Others","calcium","SNIP1",0.341672420423636
"129SV","Others","calcium","SRSF4",0.227950076150564
"129SV","Others","calcium","ZRANB2",0.701474976436783
"129SV","Others","center average speed","ASXL1",0.789516856669831
"129SV","Others","center average speed","CHD7",0.886203685151642
"129SV","Others","center average speed","FKBP7",0.942117006552147
"129SV","Others","center average speed","GTF3C5",0.621529196053967
"129SV","Others","center average speed","SMYD3",0.527058505028777
"129SV","Others","center average speed","SNIP1",0.124240831681053
"129SV","Others","center average speed","SRSF4",0.575877906390894
"129SV","Others","center average speed","ZRANB2",0.859992823118337
"129SV","Others","center distance travelled","ASXL1",0.383807175036416
"129SV","Others","center distance travelled","CHD7",0.949552641546531
"129SV","Others","center distance travelled","FKBP7",0.921337759745102
"129SV","Others","center distance travelled","GTF3C5",0.589140875102204
"129SV","Others","center distance travelled","SMYD3",0.134296157480505
"129SV","Others","center distance travelled","SNIP1",0.63777424962587
"129SV","Others","center distance travelled","SRSF4",0.695140109501118
"129SV","Others","center distance travelled","ZRANB2",0.43427043092583
"129SV","Others","center permanence time","ASXL1",0.996891147212534
"129SV","Others","center permanence time","CHD7",0.708371391442509
"129SV","Others","center permanence time","FKBP7",0.926525721311849
"129SV","Others","center permanence time","GTF3C5",0.491526443536724
"129SV","Others","center permanence time","SMYD3",0.419031542877406
"129SV","Others","center permanence time","SNIP1",0.979480807547437
"129SV","Others","center permanence time","SRSF4",0.826557911415349
"129SV","Others","center permanence time","ZRANB2",0.182578400129734
"129SV","Others","centre average speed","ASXL1",0.323188809591337
"129SV","Others","centre average speed","CHD7",0.5951784723747
"129SV","Others","centre average speed","FKBP7",0.653465768869739
"129SV","Others","centre average speed","GTF3C5",0.282309789671231
"129SV","Others","centre average speed","SMYD3",0.93346981135158
"129SV","Others","centre average speed","SNIP1",0.72414725237121
"129SV","Others","centre average speed","SRSF4",0.13683775686305
"129SV","Others","centre average speed","ZRANB2",0.934439292374775
"129SV","Others","centre permanence time","ASXL1",0.426587139948903
"129SV","Others","centre permanence time","CHD7",0.676863119757053
"129SV","Others","centre permanence time","FKBP7",0.837895173252639
"129SV","Others","centre permanence time","GTF3C5",0.451974234296141
"129SV","Others","centre permanence time","SMYD3",0.827691932952788
"129SV","Others","centre permanence time","SNIP1",0.52461545928138
"129SV","Others","centre permanence time","SRSF4",0.595646315041073
"129SV","Others","centre permanence time","ZRANB2",0.709590048184299
"129SV","Others","chloride","ASXL1",0.0645441967838671
"129SV","Others","chloride","CHD7",0.118428357210367
"129SV","Others","chloride","FKBP7",0.057531152429477
"129SV","Others","chloride","GTF3C5",0.0492917402982816
"129SV","Others","chloride","SMYD3",0.771920354923761
"129SV","Others","chloride","SNIP1",0.281739679540787
"129SV","Others","chloride","SRSF4",0.945409852671636
"129SV","Others","chloride","ZRANB2",0.971656701360577
"129SV","Others","cholesterol ratio","ASXL1",0.928605664019538
"129SV","Others","cholesterol ratio","CHD7",0.142077736542316
"129SV","Others","cholesterol ratio","FKBP7",0.517566878454719
"129SV","Others","cholesterol ratio","GTF3C5",0.768561357251497
"129SV","Others","cholesterol ratio","SMYD3",0.694978225006754
"129SV","Others","cholesterol ratio","SNIP1",0.234041276106556
"129SV","Others","cholesterol ratio","SRSF4",0.83382684174807
"129SV","Others","cholesterol ratio","ZRANB2",0.372399122389643
"129SV","Others","click-evoked abr threshold","ASXL1",0.323691165054432
"129SV","Others","click-evoked abr threshold","CHD7",0.0944231810382032
"129SV","Others","click-evoked abr threshold","FKBP7",0.675801491481919
"129SV","Others","click-evoked abr threshold","GTF3C5",0.238751274110244
"129SV","Others","click-evoked abr threshold","SMYD3",0.422762257213652
"129SV","Others","click-evoked abr threshold","SNIP1",0.989040415393653
"129SV","Others","click-evoked abr threshold","SRSF4",0.336225198906736
"129SV","Others","click-evoked abr threshold","ZRANB2",0.67420726410814
"129SV","Others","coat - color - abdomen","ASXL1",0.772693883770731
"129SV","Others","coat - color - abdomen","CHD7",0.0693853148293888
"129SV","Others","coat - color - abdomen","FKBP7",0.160393308462876
"129SV","Others","coat - color - abdomen","GTF3C5",0.125280832278431
"129SV","Others","coat - color - abdomen","SMYD3",0.558767156385487
"129SV","Others","coat - color - abdomen","SNIP1",0.611806675687143
"129SV","Others","coat - color - abdomen","SRSF4",0.68485556033665
"129SV","Others","coat - color - abdomen","ZRANB2",0.271422722719522
"129SV","Others","coat - color - back","ASXL1",0.202409299153764
"129SV","Others","coat - color - back","CHD7",0.490270074621061
"129SV","Others","coat - color - back","FKBP7",0.958856785512526
"129SV","Others","coat - color - back","GTF3C5",0.77279470198697
"129SV","Others","coat - color - back","SMYD3",0.655464563962162
"129SV","Others","coat - color - back","SNIP1",0.989228004662807
"129SV","Others","coat - color - back","SRSF4",0.605728812990634
"129SV","Others","coat - color - back","ZRANB2",0.855417111699577
"129SV","Others","coat - color - head","ASXL1",0.484289225621461
"129SV","Others","coat - color - head","CHD7",0.926329736976279
"129SV","Others","coat - color - head","FKBP7",0.310307805789438
"129SV","Others","coat - color - head","GTF3C5",0.659363590828288
"129SV","Others","coat - color - head","SMYD3",0.614434469324354
"129SV","Others","coat - color - head","SNIP1",0.951121132929498
